"","season","id","name","position","team","conference","countablePlays","averagePPA.all","averagePPA.pass","averagePPA.rush","averagePPA.firstDown","averagePPA.secondDown","averagePPA.thirdDown","averagePPA.standardDowns","averagePPA.passingDowns","totalPPA.all","totalPPA.pass","totalPPA.rush","totalPPA.firstDown","totalPPA.secondDown","totalPPA.thirdDown","totalPPA.standardDowns","totalPPA.passingDowns"
"138",2016,3128843,"Alex McGough","QB","Florida International","Conference USA",328,0.113,0.11,0.143,-0.061,0.083,0.368,-0.055,0.36,37.14,32.408,4.732,-7.489,9.68,29.458,-10.708,47.848
"139",2016,549956,"Bryant Shirreffs","QB","Connecticut","American Athletic",425,0.13,0.186,-0.006,-0.037,0.081,0.404,0.042,0.276,55.424,56.123,-0.698,-5.693,11.363,47.277,11.021,44.403
"140",2016,546469,"Ryan Burns","QB","Stanford","Pac-12",222,0.13,0.139,0.089,-0.059,-0.012,0.475,-0.041,0.352,28.94,25.644,3.297,-4.162,-0.92,34.705,-5.173,34.114
"141",2016,546033,"Anthony Jennings","QB","Louisiana","Sun Belt",465,0.148,0.089,0.339,-0.044,0.327,0.378,-0.013,0.369,68.835,31.843,36.992,-8.089,43.209,51.373,-3.394,72.229
"142",2016,3915776,"Kyle Shurmur","QB","Vanderbilt","SEC",423,0.15,0.161,-0.057,-0.033,0.151,0.334,0.062,0.255,63.418,64.625,-1.207,-5.279,17.308,46.362,14.192,49.225
"143",2016,534652,"Wes Lunt","QB","Illinois","Big Ten",250,0.152,0.143,0.469,0.097,0.001,0.312,0.051,0.308,37.924,34.644,3.28,9.371,0.044,24.332,7.756,30.168
"144",2016,3124981,"Tyler Rogers","QB","New Mexico State","FBS Independents",488,0.154,0.078,0.495,-0.084,0.254,0.394,0.038,0.325,75.311,31.279,44.032,-17.055,39.656,45.347,11.001,64.31
"145",2016,3124092,"John Wolford","QB","Wake Forest","ACC",428,0.155,0.077,0.413,0.057,0.098,0.439,0.084,0.253,66.162,25.302,40.859,10.163,12.241,52.27,21.087,45.075
"146",2016,3116188,"David Blough","QB","Purdue","Big Ten",598,0.156,0.126,0.475,-0.172,0.028,0.71,-0.039,0.425,93.248,68.537,24.711,-38.094,5.515,115.005,-13.469,106.718
"147",2016,534770,"Austin Appleby","QB","Florida","SEC",249,0.158,0.157,0.167,0.059,0.242,0.292,0.003,0.388,39.246,35.739,3.507,5.822,16.906,22.458,0.403,38.843
"148",2016,535844,"C.J. Beathard","QB","Iowa","Big Ten",380,0.164,0.107,0.492,-0.009,0.185,0.207,0.123,0.207,62.176,34.637,27.54,-1.032,21.496,26.913,24.453,37.723
"149",2016,3124698,"Ryan Metz","QB","UTEP","Conference USA",206,0.173,0.127,0.621,-0.082,0.104,0.611,-0.013,0.443,35.62,23.825,11.795,-5.19,7.488,39.109,-1.611,37.231
"150",2016,4038809,"Jake Bentley","QB","South Carolina","SEC",240,0.173,0.17,0.194,0.037,0.132,0.449,0.017,0.367,41.565,36.316,5.249,3.201,9.645,32.756,2.287,39.277
"151",2016,536503,"Tyler Stehling","QB","Rice","Conference USA",413,0.174,0.141,0.315,-0.003,0.193,0.38,0.043,0.346,71.781,47.173,24.608,-0.54,26.209,40.696,10.167,61.615
"152",2016,530944,"Patrick Towles","QB","Boston College","ACC",385,0.175,0.117,0.374,-0.072,0.308,0.356,0.013,0.363,67.33,34.767,32.562,-9.1,25.583,57.71,2.738,64.592
"153",2016,3125813,"Hayden Moore","QB","Cincinnati","American Athletic",309,0.18,0.195,0.066,-0.04,0.144,0.462,0.101,0.275,55.638,53.254,2.385,-4.185,15.705,41.156,17.114,38.524
"154",2016,3920819,"Quinton Maxwell","QB","Ohio","Mid-American",229,0.181,0.225,0.06,-0.024,0.213,0.553,0.104,0.277,41.407,37.749,3.657,-2.116,14.088,37.59,13.174,28.233
"155",2016,550339,"Nick Holley","QB","Kent State","Mid-American",347,0.181,0.09,0.27,0.014,0.212,0.457,0.067,0.373,62.676,15.621,47.055,1.871,25.02,41.55,14.594,48.082
"156",2016,3914864,"Kenny Potter","QB","San José State","Mountain West",445,0.183,0.162,0.258,0.02,0.006,0.618,0.174,0.196,81.637,56.078,25.559,3.295,0.804,76.619,43.086,38.551
"157",2016,546876,"Troy Williams","QB","Utah","Pac-12",493,0.184,0.195,0.13,0.05,0.273,0.26,0.042,0.371,90.712,80.07,10.642,9.047,45.807,36.159,11.787,78.924
"158",2016,3129089,"Ahmad Bradshaw","QB","Army","FBS Independents",250,0.186,-0.02,0.298,-0.003,0.149,0.512,0.111,0.314,46.502,-1.734,48.236,-0.257,11.766,32.744,17.581,28.921
"159",2016,531259,"Mike Fafaul","QB","UCLA","Pac-12",280,0.187,0.184,0.234,-0.108,0.422,0.38,0.016,0.384,52.261,48.987,3.274,-12.156,36.283,29.248,2.4,49.861
"160",2016,3915468,"Riley Neal","QB","Ball State","Mid-American",516,0.19,0.15,0.337,0.02,0.234,0.44,0.089,0.355,97.931,61.213,36.718,3.903,40.426,61.218,28.423,69.508
"161",2016,546362,"Luke Del Rio","QB","Florida","SEC",214,0.191,0.199,0.013,0.153,-0.079,0.61,0.066,0.351,40.887,40.768,0.119,12.423,-5.246,39.038,7.875,33.012
"162",2016,3918038,"Chason Virgil","QB","Fresno State","Mountain West",397,0.201,0.19,0.268,-0.077,0.242,0.466,0.048,0.358,79.818,65.062,14.757,-10.372,31.034,56.333,9.667,70.152
"163",2016,546145,"Brandon Silvers","QB","Troy","Sun Belt",416,0.202,0.189,0.343,0.151,0.14,0.323,0.22,0.169,83.908,72.253,11.655,25.293,18.849,32.641,58.696,25.212
"164",2016,3128814,"Manny Wilkins","QB","Arizona State","Pac-12",438,0.203,0.185,0.268,0,0.319,0.348,0.105,0.344,88.944,62.961,25.983,-0.026,45.229,41.04,27.014,61.93
"165",2016,4039034,"Shane Buechele","QB","Texas","Big 12",484,0.203,0.21,0.162,0.159,0.294,0.236,0.235,0.15,98.177,86.979,11.198,29.751,50.631,27.106,70.845,27.332
"166",2016,534317,"Perry Hills","QB","Maryland","Big Ten",282,0.204,0.143,0.455,0.141,0.185,0.354,0.154,0.263,57.498,32.454,25.043,15.543,15.149,30.064,23.57,33.928
"167",2016,3125353,"Kent Myers","QB","Utah State","Mountain West",476,0.205,0.155,0.412,0.006,0.03,0.616,0.094,0.347,97.679,59.366,38.313,0.961,4.372,90.613,25.187,72.492
"168",2016,482594,"Taysom Hill","QB","BYU","FBS Independents",466,0.209,0.108,0.549,0.032,0.082,0.543,0.131,0.338,97.193,38.985,58.208,5.349,13.026,70.628,37.985,59.208
"169",2016,3916208,"Ben Hicks","QB","SMU","American Athletic",464,0.211,0.205,0.339,-0.029,0.049,0.648,0.104,0.344,97.707,91.269,6.439,-4.542,7.183,97.914,26.91,70.797
"170",2016,4035003,"Jacob Eason","QB","Georgia","SEC",398,0.213,0.198,0.663,-0.059,0.036,0.617,0.089,0.331,84.577,76.619,7.959,-7.315,4.619,84.555,17.432,67.145
"171",2016,530738,"Philip Nelson","QB","East Carolina","American Athletic",408,0.225,0.231,0.183,0.021,0.074,0.678,0.161,0.324,91.98,83.741,8.239,3.377,9.783,66.481,39.554,52.426
"172",2016,3116144,"Clayton Thorson","QB","Northwestern","Big Ten",574,0.226,0.213,0.336,0.03,0.103,0.549,0.132,0.364,129.543,110.046,19.497,6.594,17.492,88.333,45.001,84.542
"173",2016,3139889,"Hasaan Klugh","QB","Charlotte","Conference USA",303,0.227,0.106,0.621,-0.032,0.315,0.412,0.136,0.348,68.688,24.573,44.115,-3.55,28.661,35.813,23.442,45.247
"174",2016,530731,"Mitch Leidner","QB","Minnesota","Big Ten",416,0.23,0.181,0.39,0.164,0.132,0.472,0.243,0.213,95.541,58.068,37.473,27.026,16.49,57.529,56.836,38.705
"175",2016,532440,"Greg Windham","QB","Ohio","Mid-American",379,0.233,0.204,0.332,0.101,0.147,0.485,0.132,0.374,88.451,59.534,28.917,15.93,16.291,49.425,28.959,59.493
"176",2016,3122713,"Jason Driskel","QB","Florida Atlantic","Conference USA",378,0.234,0.188,0.516,0.117,0.338,0.3,0.199,0.282,88.51,61.142,27.368,17.062,39.541,31.757,43.469,45.042
"177",2016,531455,"Cooper Rush","QB","Central Michigan","Mid-American",524,0.235,0.236,0.234,0.04,0.124,0.589,0.107,0.396,123.362,114.942,8.42,8.088,19.351,90.135,31.016,92.346
"178",2016,550278,"Sefo Liufau","QB","Colorado","Pac-12",435,0.237,0.251,0.202,0.064,0.206,0.518,0.177,0.322,103.219,78.338,24.88,10.035,30.025,62.655,45.242,57.977
"179",2016,545624,"J.T. Barrett","QB","Ohio State","Big Ten",577,0.238,0.204,0.315,0.168,0.115,0.532,0.103,0.441,137.183,82.102,55.081,36.356,23.374,78.157,35.85,101.333
"180",2016,3116772,"Andrew Ford","QB","UMass","FBS Independents",406,0.241,0.22,0.75,-0.081,0.277,0.724,0.069,0.514,97.884,85.885,11.999,-14.22,33.476,67.326,17.229,80.655
"181",2016,3924327,"Drew Lock","QB","Missouri","SEC",481,0.243,0.23,0.382,0.21,0.166,0.392,0.291,0.177,116.733,101.452,15.281,43.731,22.604,49.802,80.801,35.932
"182",2016,4038524,"Gardner Minshew","QB","East Carolina","American Athletic",221,0.246,0.282,-0.385,-0.104,0.251,0.75,-0.066,0.668,54.405,59.026,-4.62,-9.23,17.348,39.009,-8.341,62.746
"183",2016,3917792,"Daniel Jones","QB","Duke","ACC",533,0.246,0.204,0.439,0.02,0.27,0.568,0.183,0.36,131.173,89.469,41.705,4.229,45.624,81.249,62.849,68.324
"184",2016,3886609,"Alex Hornibrook","QB","Wisconsin","Big Ten",204,0.249,0.291,-0.561,0.048,0.097,0.523,0.031,0.463,50.789,56.402,-5.613,2.555,5.619,46.51,3.15,47.639
"185",2016,3124944,"Garrett Smith","QB","Louisiana Monroe","Sun Belt",236,0.251,0.189,0.464,0.192,0.089,0.622,0.133,0.422,59.186,34.586,24.601,16.302,7.222,41.053,18.671,40.515
"186",2016,3125259,"Dallas Davis","QB","South Alabama","Sun Belt",436,0.252,0.224,0.393,0.095,0.251,0.456,0.266,0.236,109.872,81.547,28.324,12.667,41.68,55.118,60.462,49.409
"187",2016,549759,"P.J. Walker","QB","Temple","American Athletic",457,0.254,0.28,-0.023,-0.004,0.365,0.462,-0.018,0.531,115.948,116.845,-0.896,-0.678,54.784,61.941,-4.047,119.995
"188",2016,550386,"Davis Webb","QB","California","Pac-12",651,0.259,0.257,0.329,0.137,0.194,0.465,0.172,0.41,168.465,162.546,5.919,37.02,40.619,72.549,70.86,97.605
"189",2016,546687,"Richard Lagow","QB","Indiana","Big Ten",479,0.264,0.273,-0.041,0.021,0.403,0.526,-0.026,0.593,126.242,126.864,-0.622,3.417,63.223,73.592,-6.667,132.909
"190",2016,532644,"Anthony Maddie","QB","Northern Illinois","Mid-American",230,0.267,0.209,0.404,0.131,0.352,0.5,0.133,0.538,61.324,33.884,27.439,12.749,25.673,28.012,20.441,40.883
"191",2016,550226,"Conner Manning","QB","Georgia State","Sun Belt",397,0.268,0.268,0.292,-0.005,0.217,0.637,0.094,0.449,106.592,101.921,4.671,-0.671,29.896,74.508,19.043,87.548
"192",2016,3139921,"Christian Chapman","QB","San Diego State","Mountain West",288,0.268,0.308,0.023,0.179,0.223,0.442,0.264,0.272,77.08,76.122,0.959,16.781,22.479,38.921,40.909,36.172
"193",2016,3916447,"Eric Dungey","QB","Syracuse","ACC",476,0.27,0.291,0.193,0.046,0.138,0.691,0.172,0.441,128.388,108.517,19.871,8.399,21.143,86.359,52.041,76.347
"194",2016,4035409,"Zach Smith","QB","Baylor","Big 12",218,0.272,0.285,0.052,0.27,0.325,0.3,0.285,0.251,59.316,58.69,0.626,26.443,20.499,12.893,38.219,21.096
"195",2016,4038224,"Dru Brown","QB","Hawai'i","Mountain West",402,0.273,0.244,0.419,0.218,0.176,0.378,0.345,0.165,109.726,82.046,27.68,33.854,22.664,40.03,83.404,26.322
"196",2016,534449,"Trevor Knight","QB","Texas A&M","SEC",451,0.279,0.192,0.639,0.025,0.304,0.633,0.198,0.429,125.873,69.684,56.19,4.632,43.113,70.283,58.144,67.729
"197",2016,535113,"David Washington","QB","Old Dominion","Conference USA",376,0.282,0.291,0.222,0.428,0.041,0.512,0.351,0.162,106.167,95.932,10.234,59.497,5.732,41.945,83.984,22.182
"198",2016,546288,"Ryan Finley","QB","NC State","ACC",471,0.283,0.327,-0.041,-0.013,0.371,0.668,0.137,0.459,133.171,135.487,-2.316,-2.323,51.253,97.509,35.349,97.822
"199",2016,536228,"Tyler Stewart","QB","Nevada","Mountain West",217,0.286,0.265,0.392,0.069,0.232,0.648,0.251,0.333,62.127,48.009,14.118,5.582,18.298,35.002,31.147,30.98
"200",2016,4040715,"Jalen Hurts","QB","Alabama","SEC",569,0.286,0.258,0.352,0.093,0.327,0.536,0.167,0.497,162.874,103.396,59.478,22.336,59.516,75.555,60.539,102.334
"201",2016,550629,"Luke Falk","QB","Washington State","Pac-12",696,0.289,0.304,0.017,0.066,0.401,0.502,0.161,0.527,201.125,200.505,0.62,18.786,97.729,72.312,72.975,128.15
"202",2016,3124037,"Dalton Sturm","QB","UT San Antonio","Conference USA",360,0.291,0.247,0.493,-0.077,0.42,0.541,0.049,0.568,104.841,72.805,32.035,-9.104,44.565,66.484,9.371,95.469
"203",2016,549865,"Kenny Hill","QB","TCU","Big 12",564,0.293,0.22,0.627,0.169,0.133,0.684,0.236,0.388,165.236,101.92,63.316,38.308,25.101,95.777,83.425,81.811
"204",2016,532925,"Kevin Ellison","QB","Georgia Southern","Sun Belt",245,0.294,0.391,0.211,0.008,0.444,0.496,0.101,0.638,72.024,44.165,27.86,0.758,37.701,31.256,15.885,56.14
"205",2016,3129302,"DeShone Kizer","QB","Notre Dame","FBS Independents",487,0.298,0.259,0.444,0.17,0.314,0.563,0.176,0.479,144.94,100.063,44.877,33.248,49.262,68.069,51.526,93.414
"206",2016,548447,"Taylor Lamb","QB","Appalachian State","Sun Belt",376,0.299,0.223,0.633,0.285,0.27,0.442,0.278,0.33,112.522,68.2,44.321,39.875,31.104,48.612,62.357,50.164
"207",2016,550448,"Jesse Ertz","QB","Kansas State","Big 12",445,0.305,0.203,0.485,0.202,0.054,0.642,0.243,0.394,135.577,57.912,77.665,32.925,7.566,83.433,63.881,71.696
"208",2016,550357,"Thomas Woodson","QB","Akron","Mid-American",278,0.308,0.343,-0.013,0.202,0.334,0.528,0.204,0.461,85.51,85.87,-0.36,25.825,27.027,33.263,33.922,51.588
"209",2016,558337,"Nick Fitzgerald","QB","Mississippi State","SEC",555,0.308,0.159,0.617,0.199,0.234,0.616,0.25,0.405,170.698,59.657,111.041,41.961,41.575,91.124,86.89,83.808
"210",2016,545552,"Greg Ward Jr.","QB","Houston","American Athletic",658,0.309,0.32,0.275,0.007,0.171,0.772,0.2,0.484,203.038,158.517,44.522,1.929,35.82,132.798,81.555,121.483
"211",2016,3116460,"Skyler Howard","QB","West Virginia","Big 12",542,0.311,0.296,0.363,0.111,0.337,0.66,0.188,0.521,168.306,126.546,41.76,22.368,65.353,87.773,64.606,103.7
"212",2016,557882,"Stephen Johnson","QB","Kentucky","SEC",351,0.315,0.277,0.454,0.063,0.279,0.576,0.252,0.395,110.684,76.217,34.468,7.852,29.537,63.39,49.125,61.559
"213",2016,3115966,"Wilton Speight","QB","Michigan","Big Ten",359,0.318,0.32,0.265,0.057,0.403,0.524,0.18,0.536,114.136,110.16,3.976,7.459,41.95,62.357,39.685,74.451
"214",2016,3116379,"Justice Hansen","QB","Arkansas State","Sun Belt",415,0.318,0.357,0.093,0.035,0.468,0.361,0.187,0.44,131.944,126.243,5.701,4.689,73.938,39.314,37.444,94.5
"215",2016,4038941,"Justin Herbert","QB","Oregon","Pac-12",312,0.32,0.335,0.218,0.198,0.303,0.455,0.303,0.341,99.795,91.068,8.726,20.016,34.511,37.746,52.769,47.026
"216",2016,533270,"Tommy Armstrong Jr.","QB","Nebraska","Big Ten",405,0.333,0.328,0.346,0.039,0.233,0.618,0.168,0.536,134.699,97.988,36.711,4.459,34.888,82.248,37.731,96.969
"217",2016,3121585,"Sean White","QB","Auburn","SEC",262,0.335,0.3,0.522,0.081,0.471,0.445,0.238,0.467,87.741,66.345,21.396,6.724,41.457,39.163,35.941,51.8
"218",2016,552782,"Brogan Roback","QB","Eastern Michigan","Mid-American",433,0.336,0.328,0.387,0.012,0.36,0.72,0.214,0.516,145.552,123.492,22.06,2.098,51.78,75.619,55.296,90.256
"219",2016,559568,"Jacob Park","QB","Iowa State","Big 12",262,0.337,0.335,0.358,0.09,0.327,0.702,0.116,0.599,88.304,80.07,8.234,7.92,29.465,52.646,16.463,71.841
"220",2016,3123048,"Brad Kaaya","QB","Miami","ACC",455,0.345,0.349,0.225,0.304,0.34,0.482,0.256,0.479,157.082,153.931,3.151,58.159,45.941,58.289,69.985,87.097
"221",2016,3122840,"Deshaun Watson","QB","Clemson","ACC",729,0.346,0.381,0.21,0.187,0.258,0.788,0.24,0.571,252.541,221.642,30.899,54.837,63.623,143.5,118.368,134.173
"222",2016,550170,"Danny Etling","QB","LSU","SEC",307,0.346,0.332,0.516,0.07,0.503,0.55,0.164,0.552,106.327,93.946,12.381,8.154,49.327,50.071,26.802,79.525
"223",2016,546540,"Joshua Dobbs","QB","Tennessee","SEC",495,0.351,0.279,0.569,0.374,0.338,0.426,0.32,0.401,173.84,103.809,70.031,71.477,56.116,56.721,97.982,75.858
"224",2016,556465,"Jerod Evans","QB","Virginia Tech","ACC",620,0.352,0.34,0.382,0.204,0.369,0.558,0.227,0.556,218.09,153.55,64.54,49.09,77.492,87.675,87.357,130.733
"225",2016,531104,"Justin Thomas","QB","Georgia Tech","ACC",281,0.353,0.561,0.087,0.151,0.336,0.641,0.29,0.429,99.309,88.606,10.703,17.381,25.907,53.218,44.403,54.907
"226",2016,3116172,"Trace McSorley","QB","Penn State","Big Ten",530,0.355,0.422,0.136,0.202,0.483,0.426,0.196,0.576,188.405,171.699,16.707,41.411,91.323,53.261,60.04,128.365
"227",2016,535578,"Tyler O'Connor","QB","Michigan State","Big Ten",324,0.357,0.361,0.332,0.327,0.146,0.541,0.423,0.294,115.581,100.993,14.588,35.364,14.438,57.336,66.834,48.747
"228",2016,532273,"Dane Evans","QB","Tulsa","American Athletic",473,0.363,0.341,0.757,0.193,0.396,0.464,0.319,0.419,171.918,152.983,18.935,33.594,62.646,62.165,83.597,88.321
"229",2016,535511,"Seth Russell","QB","Baylor","Big 12",371,0.364,0.289,0.622,0.019,0.569,0.699,0.194,0.688,135.171,82.962,52.209,3.191,65.448,51.702,47.144,88.027
"230",2016,3886377,"Josh Rosen","QB","UCLA","Pac-12",250,0.365,0.367,0.314,0.03,0.541,0.741,0.116,0.716,91.319,88.807,2.512,2.924,43.251,50.363,16.903,74.416
"231",2016,3125968,"Gus Ragland","QB","Miami (OH)","Mid-American",260,0.367,0.395,0.288,0.131,0.37,0.785,0.279,0.51,95.522,76.256,19.266,14.329,29.959,50.236,44.988,50.535
"232",2016,546539,"Riley Ferguson","QB","Memphis","American Athletic",508,0.374,0.376,0.346,0.221,0.327,0.583,0.282,0.534,189.838,176.7,13.138,45.118,51.025,78.086,91.082,98.756
"233",2016,3921561,"Deondre Francois","QB","Florida State","ACC",499,0.381,0.349,0.564,0.12,0.453,0.712,0.266,0.545,189.956,148.812,41.144,25.019,73.329,88.983,78.293,111.663
"234",2016,3133993,"Brandon Dawkins","QB","Arizona","Pac-12",273,0.383,0.193,0.707,0.238,0.274,0.804,0.365,0.406,104.504,33.14,71.365,23.527,26.025,57.9,56.181,48.323
"235",2016,3916387,"Lamar Jackson","QB","Louisville","ACC",660,0.398,0.311,0.583,0.315,0.248,0.786,0.34,0.512,262.715,139.112,123.603,97.377,49.788,108.537,149.021,113.694
"236",2016,552880,"Nick Mullens","QB","Southern Mississippi","Conference USA",432,0.401,0.396,0.457,0.116,0.284,0.808,0.262,0.61,173.142,157.139,16.003,19.211,36.688,102.648,68.183,104.959
"237",2016,3116407,"Mason Rudolph","QB","Oklahoma State","Big 12",525,0.403,0.406,0.379,0.28,0.36,0.691,0.313,0.543,211.798,192.482,19.317,61.008,61.853,86.335,99.913,111.885
"238",2016,545683,"Brent Stockstill","QB","Middle Tennessee","Conference USA",407,0.406,0.391,0.582,0.207,0.333,0.987,0.225,0.673,165.076,146.462,18.613,35.471,43.602,95.757,54.672,110.404
"239",2016,3918298,"Josh Allen","QB","Wyoming","Mountain West",481,0.411,0.34,0.683,0.32,0.186,0.691,0.381,0.443,197.78,129.442,68.338,47.396,31.08,107.132,93.615,104.165
"240",2016,534580,"Chad Kelly","QB","Ole Miss","SEC",408,0.411,0.396,0.487,0.335,0.33,0.698,0.373,0.473,167.677,135.992,31.684,56.204,48.457,62.121,94.318,73.358
"241",2016,547206,"Austin Allen","QB","Arkansas","SEC",461,0.414,0.433,0.147,0.192,0.578,0.477,0.317,0.522,190.733,186.185,4.549,29.152,100.594,59.618,76.963,113.77
"242",2016,551208,"Will Worth","QB","Navy","American Athletic",380,0.418,0.59,0.327,0.078,0.524,0.872,0.368,0.566,158.669,77.292,81.377,12.153,69.225,65.39,104.939,53.73
"243",2016,3139477,"Patrick Mahomes","QB","Texas Tech","Big 12",718,0.423,0.423,0.422,0.221,0.329,0.991,0.265,0.702,303.434,258.651,44.783,68.221,79.068,152.582,121.665,181.77
"244",2016,545238,"Mitch Trubisky","QB","North Carolina","ACC",535,0.441,0.453,0.36,0.189,0.488,0.801,0.291,0.655,235.817,209.909,25.908,39.756,85.453,110.585,91.641,144.176
"245",2016,3139591,"Quinton Flowers","QB","South Florida","American Athletic",479,0.461,0.327,0.708,0.403,0.217,0.721,0.42,0.547,221.052,101.389,119.663,80.583,31.417,90.073,135.205,85.848
"246",2016,3722362,"Brett Rypien","QB","Boise State","Mountain West",433,0.473,0.472,0.483,0.236,0.472,0.781,0.366,0.628,204.622,190.121,14.501,37.355,70.858,90.641,94.102,110.52
"247",2016,3886812,"Jake Browning","QB","Washington","Pac-12",452,0.477,0.457,0.696,0.326,0.657,0.543,0.474,0.485,215.785,188.629,27.156,62.86,88.69,64.021,140.644,75.141
"248",2016,531316,"Ryan Higgins","QB","Louisiana Tech","Conference USA",582,0.494,0.518,0.317,0.342,0.552,0.815,0.425,0.631,287.672,266.089,21.583,95.848,104.835,87.988,164.002,123.67
"249",2016,532065,"Nathan Peterman","QB","Pittsburgh","ACC",376,0.508,0.52,0.443,0.381,0.263,0.852,0.485,0.537,190.827,164.225,26.602,47.289,30.563,110.775,103.268,87.56
"250",2016,3912547,"Sam Darnold","QB","USC","Pac-12",426,0.509,0.549,0.238,0.257,0.645,0.718,0.376,0.699,216.922,204.076,12.847,41.301,102.541,74.627,93.96,122.962
"251",2016,549804,"Mike White","QB","Western Kentucky","Conference USA",399,0.511,0.52,0.21,0.49,0.545,0.632,0.426,0.664,203.931,201.416,2.515,90.735,67.59,53.08,109.006,94.925
"252",2016,545910,"Logan Woodside","QB","Toledo","Mid-American",418,0.532,0.585,-0.417,0.248,0.552,0.919,0.276,0.924,222.286,231.463,-9.176,38.472,75.075,112.116,69.782,152.504
"253",2016,532645,"Zach Terrell","QB","Western Michigan","Mid-American",435,0.587,0.593,0.557,0.5,0.532,0.707,0.604,0.561,255.479,219.82,35.66,97.546,71.863,70.714,161.862,93.617
"254",2016,550373,"Baker Mayfield","QB","Oklahoma","Big 12",432,0.697,0.768,0.278,0.427,0.758,0.936,0.576,0.889,301.025,283.539,17.486,63.645,126.553,102.062,152.546,148.479
"255",2017,546005,"Jack Milas","QB","Ball State","Mid-American",249,-0.14,-0.158,0.005,-0.134,-0.306,0.023,-0.182,-0.084,-34.742,-34.887,0.145,-12.305,-22.963,1.741,-25.626,-9.116
"256",2017,3139889,"Hasaan Klugh","QB","Charlotte","Conference USA",422,-0.029,-0.175,0.359,-0.075,0.002,-0.042,-0.153,0.119,-12.056,-53.69,41.634,-11.17,0.314,-5.271,-35.037,22.981
"257",2017,3125858,"George Bollas","QB","Kent State","Mid-American",283,-0.023,-0.041,0.019,-0.035,-0.063,0.147,-0.079,0.04,-6.594,-8.217,1.623,-3.422,-5.697,12.216,-11.934,5.34
"258",2017,3917957,"Carter Stanley","QB","Kansas","Big 12",235,-0.003,0.004,-0.034,-0.123,0.102,0.035,-0.024,0.025,-0.664,0.78,-1.444,-10.479,8.146,2.288,-3.224,2.559
"259",2017,4036215,"Max Bortenschlager","QB","Maryland","Big Ten",302,0.001,-0.016,0.101,-0.308,0.141,0.284,-0.173,0.178,0.401,-4.03,4.431,-33.291,13.238,25.246,-26.351,26.752
"260",2017,3728285,"Demry Croft","QB","Minnesota","Big Ten",201,0.019,-0.153,0.414,-0.404,0.208,0.322,-0.146,0.194,3.899,-21.368,25.267,-28.699,14.559,18.374,-15.076,18.975
"261",2017,3914395,"James Morgan","QB","Bowling Green","Mid-American",234,0.02,0.003,0.253,0.003,-0.241,0.472,-0.087,0.17,4.744,0.688,4.056,0.228,-19.538,27.851,-11.893,16.637
"262",2017,4239134,"David Pindell","QB","Connecticut","American Athletic",230,0.04,-0.014,0.179,-0.058,0.208,0.014,0.035,0.047,9.274,-2.383,11.657,-5.071,16.186,0.824,4.673,4.601
"263",2017,4036850,"Montel Aaron","QB","San José State","Mountain West",269,0.065,0.04,0.294,-0.232,0.232,0.18,-0.045,0.198,17.528,9.587,7.941,-18.59,23.159,14.735,-6.682,24.21
"264",2017,3139423,"Cole Garvin","QB","South Alabama","Sun Belt",263,0.079,0.104,-0.179,0.021,-0.03,0.247,0.046,0.122,20.864,24.976,-4.112,1.953,-2.679,18.262,6.743,14.121
"265",2017,4038741,"Kato Nelson","QB","Akron","Mid-American",235,0.09,0.104,0.062,0.008,0.173,0.233,0.08,0.105,21.245,16.598,4.647,0.878,11.088,13.731,11.141,10.104
"266",2017,3861927,"Jeff George Jr.","QB","Illinois","Big Ten",208,0.1,0.11,-0.071,0.001,-0.233,0.502,0.049,0.184,20.866,21.646,-0.781,0.112,-12.342,32.608,6.347,14.519
"267",2017,545645,"Kurt Benkert","QB","Virginia","ACC",571,0.109,0.104,0.166,-0.112,0.114,0.447,-0.005,0.292,61.976,55.669,6.307,-24.258,21.418,67.068,-1.892,63.868
"268",2017,546603,"Damian Williams","QB","Texas State","Sun Belt",384,0.11,0.114,0.095,0.013,0.136,0.245,0.051,0.189,42.261,34.282,7.979,1.809,18.867,23.793,11.087,31.174
"269",2017,3917792,"Daniel Jones","QB","Duke","ACC",611,0.112,0.034,0.379,-0.024,0.188,0.246,0.058,0.196,68.27,15.976,52.294,-6.203,33.713,38.686,21.854,46.416
"270",2017,3791146,"Elijah Sindelar","QB","Purdue","Big Ten",342,0.113,0.112,0.122,-0.144,0.194,0.429,-0.121,0.439,38.585,36.638,1.947,-21.347,20.203,35.995,-24.136,62.721
"271",2017,4035312,"Anthony Brown","QB","Boston College","ACC",301,0.114,0.051,0.569,0.014,0.036,0.209,0.103,0.123,34.456,13.418,21.037,1.117,3.435,24.288,13.555,20.901
"272",2017,545796,"Tanner Mangum","QB","BYU","FBS Independents",291,0.115,0.135,-0.112,-0.008,0.03,0.411,0.022,0.267,33.554,36.134,-2.58,-0.862,2.695,32.475,3.904,29.65
"273",2017,3127261,"Peyton Bender","QB","Kansas","Big 12",298,0.127,0.134,-0.112,-0.228,0.013,0.47,-0.037,0.335,37.969,38.863,-0.895,-23.947,1.153,45.127,-6.202,44.171
"274",2017,3125353,"Kent Myers","QB","Utah State","Mountain West",277,0.13,0.036,0.471,-0.107,0.29,0.199,0.031,0.277,36.096,7.822,28.274,-11.512,26.094,14.703,5.09,31.006
