"","V1.x","Team","STR","PRE","PE","NFP","Year","V1.y","id","name","position","conference.x","countablePlays","averagePPA.all","averagePPA.pass","averagePPA.rush","V1","conference.y","offense.ppa","offense.totalPPA","offense.successRate","offense.explosiveness","offense.pointsPerOpportunity","offense.fieldPosition.averageStart","offense.fieldPosition.averagePredictedPoints","defense.ppa","defense.totalPPA","defense.successRate","defense.explosiveness","defense.stuffRate","defense.pointsPerOpportunity","defense.fieldPosition.averageStart","defense.fieldPosition.averagePredictedPoints","F_Rank","F_Plus","FEI","FEI_Rank","SP","SP_Rank","WP","FPI","FPI_Rank","Talent","Talent_rank","Difference_FPI","Difference_SP"
"61",59,"Rice",0.05,-0.05,0.02,-1.1,2015,65,514894,"Driphus Jackson","QB","Conference USA",388,0.269,0.27,0.263,87,"Conference USA",0.169655811045835,143.868127766868,0.431603773584906,1.18507684117236,3.62666666666667,70.6,1.364,0.345483307257128,237.00154877839,0.454810495626822,1.45097888744963,0.196428571428571,4.23611111111111,70.7,-1.372,115,-1.45,-0.89,117,-14.6,110,0.417,-14,107,399.58,91,-16,-19
"62",60,"Miami",0.03,-0.1,0.02,3.5,2015,96,3123048,"Brad Kaaya","QB","ACC",420,0.363,0.368,0.256,57,"ACC",0.167229602774908,150.339412894642,0.418242491657397,1.22713536192884,3.65116279069767,68.6,1.512,0.179160851942849,165.007144639364,0.46471226927253,1.07327617867157,0.137634408602151,3.75,71.1,-1.321,49,0.42,0.06,59,11,36,0.615,6.4,52,773.23,17,-35,-19
"63",61,"Louisiana",0.01,0.05,0.13,1.2,2015,30,531430,"Jalen Nixon","QB","Sun Belt",200,0.169,0.023,0.526,49,"Sun Belt",0.150074687985551,124.862140403978,0.424278846153846,1.20606444898172,3.31578947368421,68.6,1.5,0.210720628361838,178.691092850839,0.399764150943396,1.42920633054594,0.229257641921397,3.73684210526316,69.8,-1.416,103,-1.03,-0.76,111,-7.1,95,0.333,-12.3,105,430.17,79,-26,-16
"64",61,"Louisiana",0.01,0.05,0.13,1.2,2015,49,531678,"Brooks Haack","QB","Sun Belt",244,0.237,0.204,0.465,49,"Sun Belt",0.150074687985551,124.862140403978,0.424278846153846,1.20606444898172,3.31578947368421,68.6,1.5,0.210720628361838,178.691092850839,0.399764150943396,1.42920633054594,0.229257641921397,3.73684210526316,69.8,-1.416,103,-1.03,-0.76,111,-7.1,95,0.333,-12.3,105,430.17,79,-26,-16
"65",62,"New Mexico",0.01,-0.27,0.3,0,2015,73,551028,"Lamar Jordan","QB","Mountain West",263,0.284,0.306,0.264,69,"Mountain West",0.184985226055901,160.752161442578,0.392405063291139,1.35518067903653,3.26315789473684,69.8,1.421,0.199059604464358,187.315087800961,0.42826780021254,1.28613303695815,0.20616570327553,3.08888888888889,71.8,-1.279,97,-0.77,-0.4,97,-8.7,98,0.538,-7.9,95,341.72,108,13,10
"66",63,"Maryland",0,-0.04,-0.02,-5.2,2015,12,534317,"Perry Hills","QB","Big Ten",285,0.053,-0.105,0.388,55,"Big Ten",0.0780575552872388,65.2561162201317,0.367224880382775,1.34426782849323,3.04166666666667,69.3,1.484,0.170272300766955,156.139699803298,0.437295528898582,1.21508007519475,0.200819672131148,3.54081632653061,66.7,-1.683,81,-0.23,-0.11,81,-1.6,83,0.25,-1.5,84,603.76,46,-38,-37
"67",64,"Middle Tennessee",0,0.03,-0.15,-4.6,2015,110,545683,"Brent Stockstill","QB","Conference USA",540,0.398,0.404,0.329,61,"Conference USA",0.231457536528269,230.531706382156,0.460843373493976,1.21854499012587,3.86666666666667,70.9,1.351,0.0774074414193586,74.9304032939391,0.428719008264463,1.13851121119905,0.184615384615385,2.70833333333333,67.8,-1.612,86,-0.34,-0.11,80,-4.6,90,0.538,0.7,78,409.82,82,4,-8
"68",65,"Oklahoma",-0.01,-0.23,0.22,2.9,2015,114,550373,"Baker Mayfield","QB","Big 12",531,0.42,0.434,0.362,78,"Big 12",0.291073896268211,297.76859588238,0.482893450635386,1.25247359823308,4.19444444444444,68.8,1.504,0.078326162563814,78.4828148889416,0.394211576846307,1.12087474081773,0.195694716242661,3.225,70.8,-1.355,5,1.65,0.91,2,22.7,7,0.846,26.2,2,775.9,16,14,9
"69",66,"Utah State",-0.02,-0.06,0.16,4,2015,6,512806,"Chuckie Keeton","QB","Mountain West",246,0.033,-0.003,0.197,115,"Mountain West",0.129218953236166,114.487992567243,0.406320541760722,1.26796933909955,3.39285714285714,68.3,1.538,0.108084739406662,97.1681807265892,0.385984427141268,1.21569595790962,0.201149425287356,3.65384615384615,70.6,-1.358,73,-0.05,0.02,64,-0.1,76,0.462,1.3,77,331.44,114,37,38
"70",66,"Utah State",-0.02,-0.06,0.16,4,2015,64,3125353,"Kent Myers","QB","Mountain West",281,0.266,0.295,0.18,115,"Mountain West",0.129218953236166,114.487992567243,0.406320541760722,1.26796933909955,3.39285714285714,68.3,1.538,0.108084739406662,97.1681807265892,0.385984427141268,1.21569595790962,0.201149425287356,3.65384615384615,70.6,-1.358,73,-0.05,0.02,64,-0.1,76,0.462,1.3,77,331.44,114,37,38
"71",67,"Ohio",-0.02,-0.12,0.1,3,2015,21,511552,"Derrius Vick","QB","Mid-American",339,0.131,0.188,-0.079,76,"Mid-American",0.133256212219659,128.458988579751,0.413900414937759,1.19771885281902,3.2,69.4,1.444,0.13408257209087,116.115507430694,0.39838337182448,1.28234837403189,0.219806763285024,3.6986301369863,71.7,-1.304,82,-0.23,-0.16,86,-0.5,79,0.615,-4.2,88,330.61,115,27,36
"72",68,"Navy",-0.03,-0.11,-0.05,1.3,2015,107,530568,"Keenan Reynolds","QB","American Athletic",380,0.387,0.444,0.358,65,"American Athletic",0.336478046904928,295.427725182527,0.494305239179954,1.18043868435607,4.81395348837209,67,1.627,0.186908799083001,156.629573631555,0.447494033412888,1.19465335279056,0.166270783847981,3.38356164383562,72.5,-1.239,24,0.92,0.56,20,12.1,29,0.846,8.4,44,306.87,121,77,92
"73",69,"Louisville",-0.03,-0.08,0.08,0.2,2015,75,3916387,"Lamar Jackson","QB","ACC",408,0.286,0.147,0.557,52,"ACC",0.182245170238621,165.660859746907,0.427942794279428,1.3346664902495,3.3125,69.7,1.421,0.103035268007142,93.0408470104496,0.385382059800664,1.2331667283739,0.210884353741497,3.27631578947368,70.4,-1.398,32,0.71,0.28,43,13.2,26,0.615,10.3,35,641.05,36,1,10
"74",70,"South Florida",-0.03,-0.04,0.17,0.2,2015,69,3139591,"Quinton Flowers","QB","American Athletic",463,0.276,0.27,0.285,95,"American Athletic",0.226640242117205,204.202858147602,0.439511653718091,1.25835933385169,3.69662921348315,68.3,1.538,0.0940750896653653,90.3120860787507,0.386458333333333,1.25332779733644,0.249462365591398,2.89156626506024,67.6,-1.594,52,0.37,0.33,40,3.6,63,0.615,5.3,59,529.65,61,2,-2
"75",71,"Toledo",-0.04,0.01,-0.08,2.8,2015,99,515906,"Phillip Ely","QB","Mid-American",391,0.37,0.392,-0.032,105,"Mid-American",0.249855770220858,210.128702755741,0.447086801426873,1.23994786633222,3.52808988764045,68.2,1.558,0.0531064194874169,44.3969666914806,0.394736842105263,1.18416248956495,0.275071633237822,2.29166666666667,68.9,-1.474,38,0.61,0.41,31,7.7,50,0.833,8.6,43,429.03,80,37,30
"76",72,"UCF",-0.04,-0.19,0.23,-2.4,2015,14,551184,"Justin Holman","QB","American Athletic",295,0.08,0.024,0.437,109,"American Athletic",-0.0301812843569563,-23.8130333576385,0.359949302915082,1.08964811051238,2.32203389830508,70.9,1.33,0.274815662162995,237.715547770991,0.447398843930636,1.37021910954326,0.223382045929019,3.90526315789474,68.5,-1.517,123,-1.68,-1.1,126,-15.5,113,0,-19,125,484.54,73,-52,-40
"77",74,"Boise State",-0.05,-0.12,0.02,2.9,2015,89,3722362,"Brett Rypien","QB","Mountain West",467,0.341,0.334,0.472,13,"Mountain West",0.189109138081396,207.830942751454,0.461328480436761,1.21751361642815,3.78632478632479,67.7,1.602,0.039739254046832,33.9373229559946,0.334894613583138,1.36962239510141,0.277227722772277,2.59375,72.4,-1.212,34,0.7,0.33,38,11.8,30,0.692,12.2,32,568.96,52,20,22
"78",75,"Connecticut",-0.05,-0.19,0.08,2.5,2015,36,549956,"Bryant Shirreffs","QB","American Athletic",427,0.199,0.17,0.272,25,"American Athletic",0.0610937918838291,50.6467534716943,0.399276236429433,1.15279984149674,2.62337662337662,69.7,1.446,0.0858178773547119,77.2360896192407,0.408888888888889,1.10865748736328,0.204301075268817,2.58441558441558,69.8,-1.453,90,-0.44,-0.15,84,-6.3,91,0.462,-5.8,92,402.23,89,-3,-2
"79",76,"Minnesota",-0.07,-0.16,0.12,-2.4,2015,52,530731,"Mitch Leidner","QB","Big Ten",508,0.242,0.27,0.107,62,"Big Ten",0.131727661326039,115.393431321611,0.400684931506849,1.19368530870447,3.29577464788732,71.8,1.281,0.130122401890302,120.62346655231,0.428263214670982,1.08087823032724,0.167002012072435,3.40243902439024,70.6,-1.403,56,0.27,0.02,63,8.1,46,0.462,3.4,66,516.1,64,-2,18
"80",77,"USC",-0.08,0,-0.11,-2.9,2015,98,513329,"Cody Kessler","QB","Pac-12",504,0.369,0.334,1.158,113,"Pac-12",0.245047739123212,245.047739123212,0.465,1.22358716891541,4.04705882352941,72,1.292,0.125562000739603,124.306380732207,0.438383838383838,1.17687750788171,0.177685950413223,3.44444444444444,70.1,-1.389,15,1.15,0.61,16,16.8,17,0.571,18.8,12,926.71,2,-10,-15
"81",78,"UTEP",-0.09,-0.24,0.06,-1.9,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,"Conference USA",0.0288219011920943,22.1352201155284,0.385416666666667,1.14804257891024,2.515625,71.7,1.285,0.211085703939557,147.548907053751,0.404864091559371,1.45809648404101,0.215339233038348,3.61428571428571,70.5,-1.402,126,-1.8,-1.06,125,-19.5,123,0.417,-18.2,121,256.12,125,4,2
"82",79,"Missouri",-0.14,-0.2,0.16,-5.2,2015,4,3924327,"Drew Lock","QB","SEC",313,-0.001,-0.045,0.449,64,"SEC",-0.0242167510436198,-18.913282565067,0.334186939820743,1.10260586911544,2.60714285714286,72.6,1.269,0.0329602076782315,27.9172959034621,0.384887839433294,1.09181757856802,0.260485651214128,2.52,69.4,-1.469,64,0.09,0.03,62,3.4,65,0.417,5.4,58,642.93,34,-24,-31
"83",80,"Air Force",-0.14,-0.24,0.1,-0.7,2015,81,547343,"Karson Roberts","QB","Mountain West",311,0.307,0.45,0.172,1,"Mountain West",0.272449145312858,269.452204714416,0.474216380182002,1.1540445130238,3.87368421052632,70.9,1.346,0.172654001225214,151.590213075738,0.357630979498861,1.54920635360484,0.231981981981982,3.58441558441558,70.7,-1.333,59,0.14,0.02,65,4.7,58,0.571,1.8,71,70.95,149,78,91
"84",81,"Iowa",-0.14,-0.13,0,3.9,2015,108,535844,"C.J. Beathard","QB","Big Ten",455,0.389,0.34,0.655,42,"Big Ten",0.214285768248389,202.071479458231,0.443266171792153,1.23362171033562,3.79347826086957,66.8,1.647,0.0707738605606555,69.0752879071998,0.406762295081967,1.1253247982942,0.160183066361556,3.13513513513514,71.1,-1.315,35,0.67,0.41,30,9.3,42,0.857,11.8,33,573.06,51,18,9
"85",82,"NC State",-0.16,-0.06,0.18,5.6,2015,42,512191,"Jacoby Brissett","QB","ACC",530,0.218,0.179,0.372,66,"ACC",0.200280776336499,189.866175967001,0.430379746835443,1.30523614967874,4.05681818181818,68.2,1.52,0.133069919653473,110.980312990996,0.393285371702638,1.29773922991959,0.289537712895377,3.71641791044776,72.6,-1.217,44,0.56,0.27,44,9.6,41,0.538,8.8,41,610.33,43,2,2
"86",83,"New Mexico State",-0.16,-0.09,-0.04,-4.7,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,"FBS Independents",0.135084587588641,121.441044242188,0.365962180200222,1.47735732844265,3.03846153846154,71.8,1.255,0.301335208843877,279.940409015962,0.473627556512379,1.3167981443425,0.157684630738523,4.06382978723404,69,-1.488,122,-1.67,-0.97,120,-18.6,122,0.25,-18.3,122,251.16,126,4,4
"87",84,"Southern Mississippi",-0.19,-0.14,0.09,5.3,2015,113,552880,"Nick Mullens","QB","Conference USA",562,0.419,0.431,0.137,94,"Conference USA",0.301825719586183,313.89874836963,0.443269230769231,1.48276328881026,3.65,67.7,1.565,0.0946432050042693,95.589637054312,0.385148514851485,1.2593485099496,0.242553191489362,3.2247191011236,71.6,-1.327,67,0.07,0.09,57,1.4,70,0.643,3.6,65,470.84,74,9,4
"88",85,"Army",-0.2,0.07,0.09,-4.1,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,"FBS Independents",0.191255046705607,137.512378581332,0.422809457579972,1.21838411703825,3.39344262295082,71.8,1.278,0.207778760859429,157.288521970588,0.439894319682959,1.1960781065371,0.185714285714286,3.95833333333333,68,-1.571,114,-1.45,-0.58,101,-21.7,127,0.167,-14.9,109,186.45,129,20,2
"89",86,"Florida",-0.2,-0.05,0.28,5.1,2015,31,3121647,"Treon Harris","QB","SEC",322,0.172,0.119,0.396,29,"SEC",0.130002983643631,118.172712132061,0.393839383938394,1.26480871669715,3.07317073170732,67.1,1.616,0.0350039492354119,32.8337043828163,0.366737739872068,1.1218323647783,0.228941684665227,2.92207792207792,69.3,-1.442,27,0.84,0.4,32,13.8,25,0.714,13.2,29,789.79,15,-14,-10
"90",87,"UCLA",-0.21,-0.16,0.04,0.7,2015,87,3886377,"Josh Rosen","QB","Pac-12",520,0.328,0.327,0.348,110,"Pac-12",0.224368597991615,220.554331825757,0.462868769074262,1.2555387116418,4.01086956521739,68.7,1.534,0.112003139782188,118.275315609991,0.439393939393939,1.00783226098686,0.140287769784173,3.15555555555556,70.8,-1.342,20,1,0.37,35,18.6,16,0.615,14.7,20,793.22,14,-6,-2
"91",88,"Colorado",-0.22,-0.16,0.07,-2,2015,79,550278,"Sefo Liufau","QB","Pac-12",391,0.301,0.3,0.305,23,"Pac-12",0.144287584710309,133.033153102905,0.434924078091106,1.09745077680995,3.14102564102564,71.4,1.277,0.169385812021769,149.3982862032,0.444444444444444,1.18603917001673,0.148230088495575,3.3780487804878,69.9,-1.443,89,-0.43,-0.23,89,-4,87,0.308,-0.7,82,542.06,56,-26,-31
"92",89,"Kentucky",-0.22,-0.17,-0.04,-4.3,2015,28,530944,"Patrick Towles","QB","SEC",402,0.164,0.114,0.513,47,"SEC",0.160113256766742,134.335022427296,0.395709177592372,1.3384921212209,3.25806451612903,73.3,1.149,0.121559087519588,106.850437929718,0.436860068259386,1.10641801264933,0.145708582834331,3.15384615384615,66.1,-1.671,77,-0.17,-0.1,79,-0.3,78,0.417,2.1,69,634.52,38,-31,-40
"93",90,"Arkansas",-0.24,-0.12,0.07,3.8,2015,126,515915,"Brandon Allen","QB","SEC",425,0.534,0.547,0.414,7,"SEC",0.334556749753885,299.093734279973,0.504474272930649,1.25035982466494,4.43529411764706,68.9,1.44,0.241127932308717,204.958742462409,0.478823529411765,1.1497665665783,0.218997361477573,4.02777777777778,72.4,-1.242,14,1.31,0.69,13,19.2,14,0.615,17.4,14,695.04,25,11,11
"94",91,"Ole Miss",-0.25,-0.33,0.22,0.4,2015,122,534580,"Chad Kelly","QB","SEC",557,0.477,0.427,0.753,81,"SEC",0.308212539611653,297.425100725245,0.500518134715026,1.249765479303,4.19148936170213,68,1.549,0.0513975440583562,53.5562409088072,0.388675623800384,1.1536427525275,0.221030042918455,2.8,68.5,-1.486,3,1.72,0.8,6,27,3,0.769,23.6,4,764.34,19,15,16
"95",92,"Penn State",-0.27,-0.09,0.08,-0.2,2015,33,552329,"Christian Hackenberg","QB","Big Ten",425,0.181,0.155,0.535,84,"Big Ten",0.0969409349380382,81.8181490877042,0.376777251184834,1.29281291174138,3.12359550561798,67.7,1.609,0.0911514084942956,80.486693700463,0.381653454133635,1.20581541915011,0.202150537634409,3.03896103896104,69,-1.503,45,0.55,0.2,50,11.3,32,0.538,6.9,49,732.36,21,-28,-11
"96",93,"UNLV",-0.28,-0.23,0.08,-2.2,2015,15,551230,"Kurt Palandech","QB","Mountain West",234,0.089,-0.032,0.43,112,"Mountain West",0.128139924224575,112.122433696503,0.410285714285714,1.26901470467935,3.425,69.1,1.454,0.219188957980539,193.763038854797,0.463800904977376,1.20545464965372,0.191111111111111,4.04651162790698,69.3,-1.487,108,-1.28,-0.64,106,-16.2,116,0.25,-11.7,103,332.69,113,10,-3
"97",93,"UNLV",-0.28,-0.23,0.08,-2.2,2015,72,3125318,"Blake Decker","QB","Mountain West",254,0.279,0.325,0.029,112,"Mountain West",0.128139924224575,112.122433696503,0.410285714285714,1.26901470467935,3.425,69.1,1.454,0.219188957980539,193.763038854797,0.463800904977376,1.20545464965372,0.191111111111111,4.04651162790698,69.3,-1.487,108,-1.28,-0.64,106,-16.2,116,0.25,-11.7,103,332.69,113,10,-3
"98",94,"Iowa State",-0.29,-0.06,0,-3.2,2015,22,511969,"Sam B. Richardson","QB","Big 12",245,0.142,0.136,0.178,43,"Big 12",0.14054067197101,128.313633509532,0.430449069003286,1.16416855107939,3.32467532467532,70.9,1.337,0.236951487847228,210.175969720491,0.473506200676437,1.17087179750375,0.182432432432432,3.51898734177215,69.9,-1.452,80,-0.2,-0.14,83,-0.3,77,0.25,0.6,79,529.12,62,-17,-15
"99",95,"West Virginia",-0.3,-0.16,0.2,-0.3,2015,41,3116460,"Skyler Howard","QB","Big 12",560,0.217,0.209,0.245,126,"Big 12",0.177723255055835,189.808436399632,0.454119850187266,1.14975266081526,3.42857142857143,70.3,1.42,0.0797157923160348,78.4403396389782,0.354674796747967,1.31599133712811,0.193089430894309,2.90243902439024,71.7,-1.29,29,0.83,0.43,28,12.9,27,0.615,14.4,22,625.85,41,19,14
"100",96,"Illinois",-0.31,-0.03,0.04,-0.8,2015,20,534652,"Wes Lunt","QB","Big Ten",500,0.115,0.114,0.242,40,"Big Ten",0.0704438376451587,64.3152237700298,0.387732749178532,1.16855645323609,3.07792207792208,69.2,1.478,0.0675441372019756,58.6283110913148,0.3963133640553,1.16649400323292,0.236080178173719,3.45205479452055,69.9,-1.417,71,0.03,-0.01,71,2.7,68,0.417,3.1,67,530.96,60,-7,-8
"101",97,"Fresno State",-0.33,-0.19,0,3.9,2015,13,3124529,"Kilton Anderson","QB","Mountain West",206,0.079,-0.013,0.462,33,"Mountain West",-0.00821025905527885,-6.82272527493672,0.353790613718412,1.25008555472383,3.20547945205479,68.9,1.471,0.256373493782981,229.454276935768,0.45586592178771,1.24236181159178,0.151969981238274,3.74712643678161,70.5,-1.371,106,-1.22,-0.73,110,-12.6,107,0.25,-15.7,111,402.58,88,-23,-19
"102",99,"Michigan State",-0.36,-0.08,-0.09,3.2,2015,97,512705,"Connor Cook","QB","Big Ten",458,0.365,0.362,0.41,60,"Big Ten",0.156391276557626,155.296537621723,0.430010070493454,1.2551657502176,3.77551020408163,68.3,1.564,0.135875495057827,120.65743961135,0.411036036036036,1.27392235569627,0.230958230958231,3.075,72.9,-1.214,18,1.09,0.6,17,15.6,20,0.857,16.6,18,715.3,23,5,3
"103",101,"South Alabama",-0.41,-0.23,-0.04,-7.4,2015,25,3918634,"Cody Clements","QB","Sun Belt",403,0.151,0.155,0.131,92,"Sun Belt",0.0700228195641204,58.749145614297,0.390941597139452,1.19835729210851,2.88571428571429,71.6,1.326,0.226148787705959,188.155791371358,0.444711538461538,1.27933097630547,0.20253164556962,4.23255813953488,65.7,-1.738,104,-1.12,-0.71,107,-10.4,104,0.417,-16.8,117,367.16,102,-15,-2
"104",102,"LSU",-0.41,-0.13,-0.05,-1.8,2015,86,559751,"Brandon Harris","QB","SEC",341,0.327,0.333,0.291,53,"SEC",0.281056191735904,222.877560046572,0.459016393442623,1.29377582986087,3.85333333333333,71.6,1.312,0.119645706853669,97.0326682583256,0.410604192355117,1.2415956064624,0.186968838526912,3.53623188405797,69.5,-1.44,13,1.34,0.7,12,19.7,11,0.75,20.6,8,889.37,5,-3,-6
"105",103,"Cincinnati",-0.43,-0.19,0.12,-5.7,2015,47,3125813,"Hayden Moore","QB","American Athletic",277,0.226,0.222,0.253,21,"American Athletic",0.241396280416947,258.776812606967,0.49160447761194,1.2195963930473,3.70873786407767,72.6,1.209,0.177212064972895,164.275584229874,0.425026968716289,1.18278235649548,0.152749490835031,3.41111111111111,67.8,-1.546,60,0.13,-0.01,70,5.3,55,0.538,1.4,76,494.65,71,-5,16
"106",103,"Cincinnati",-0.43,-0.19,0.12,-5.7,2015,109,534259,"Gunner Kiel","QB","American Athletic",345,0.397,0.41,0.217,21,"American Athletic",0.241396280416947,258.776812606967,0.49160447761194,1.2195963930473,3.70873786407767,72.6,1.209,0.177212064972895,164.275584229874,0.425026968716289,1.18278235649548,0.152749490835031,3.41111111111111,67.8,-1.546,60,0.13,-0.01,70,5.3,55,0.538,1.4,76,494.65,71,-5,16
"107",104,"Baylor",-0.44,-0.2,0.14,-0.8,2015,127,535511,"Seth Russell","QB","Big 12",249,0.674,0.643,0.808,12,"Big 12",0.370115482644523,408.607492839554,0.506340579710145,1.32830421958763,4.5304347826087,69.8,1.439,0.144009793248363,142.569695315879,0.405050505050505,1.27264994036231,0.233009708737864,3.56976744186047,68.8,-1.461,12,1.35,0.72,9,19.5,13,0.769,21.8,6,660.35,31,25,18
"108",106,"Clemson",-0.44,-0.27,0.08,-3.1,2015,116,3122840,"Deshaun Watson","QB","ACC",692,0.431,0.429,0.435,22,"ACC",0.284229699773958,347.328693123777,0.486906710310966,1.16313814000957,4.3716814159292,71.5,1.338,0.00419898339572267,4.09820779422533,0.327868852459016,1.43005015303461,0.2875,2.72222222222222,69.5,-1.434,4,1.68,0.89,4,24,4,0.933,22.3,5,807.56,13,8,9
"109",107,"Tulsa",-0.45,-0.23,0.09,-1.9,2015,93,532273,"Dane Evans","QB","American Athletic",577,0.351,0.361,0.255,108,"American Athletic",0.250021721714983,272.523676669332,0.43394495412844,1.29602257523721,4.08602150537634,71.6,1.272,0.250448234822712,267.228266555834,0.477038425492034,1.2617398703703,0.192920353982301,3.81308411214953,69.1,-1.471,92,-0.65,-0.28,90,-8.5,97,0.462,-5.3,91,404.03,86,-5,-11
"110",108,"Charlotte",-0.46,-0.04,-0.08,-8.1,2015,1,551918,"Lee McNeill","QB","Conference USA",220,-0.185,-0.152,-0.549,20,"Conference USA",-0.0132929276270237,-12.5086448970293,0.36769394261424,1.10591860183401,2.54545454545455,71.8,1.284,0.173480410814619,158.561095484562,0.412472647702407,1.28566081341036,0.233333333333333,3.19587628865979,66.7,-1.638,127,-1.96,-1.15,127,-21.7,126,0.167,-21.4,128,304.05,122,-6,-4
"111",109,"SMU",-0.47,-0.28,-0.2,-6.2,2015,46,532113,"Matt Davis","QB","American Athletic",513,0.224,0.14,0.436,91,"American Athletic",0.150351943471985,128.250207781603,0.399765533411489,1.33400692934866,4.08450704225352,71.6,1.309,0.335364008293847,285.730135066358,0.490610328638498,1.31654770721265,0.15180265654649,4.67391304347826,66.5,-1.636,111,-1.32,-0.62,103,-17.5,120,0.167,-14.2,108,446.83,75,-33,-45
"112",110,"California",-0.5,-0.08,0.06,-3.6,2015,115,547401,"Jared Goff","QB","Pac-12",583,0.426,0.422,0.485,18,"Pac-12",0.301193081513105,300.590695350079,0.51503006012024,1.23530596199593,3.94339622641509,71,1.34,0.20173820087457,197.501698656204,0.458631256384065,1.17804435359549,0.15819209039548,3.7,70.3,-1.391,31,0.74,0.37,36,12.1,28,0.615,14,25,626,40,15,12
"113",111,"Miami (OH)",-0.5,-0.12,-0.01,-8.7,2015,5,3915317,"Billy Bahl","QB","Mid-American",258,0.013,0.003,0.14,58,"Mid-American",0.0527715346757874,42.3755423446573,0.347447073474471,1.29817742894846,2.70149253731343,74.3,1.122,0.143535069589906,125.306115751988,0.418098510882016,1.22878783707234,0.221739130434783,3.68539325842697,66,-1.717,109,-1.28,-0.76,112,-13.5,108,0.25,-18.5,123,397.13,92,-31,-16
"114",112,"Virginia",-0.5,-0.24,0.15,-4.3,2015,63,535548,"Matt Johns","QB","ACC",460,0.264,0.27,0.206,119,"ACC",0.153741919736618,130.373147936652,0.41627358490566,1.24820837992478,3.47692307692308,73.8,1.133,0.203458463938803,164.394438862553,0.456683168316832,1.255603612479,0.251928020565553,3.70731707317073,69.2,-1.468,74,-0.06,-0.05,75,1.4,71,0.333,2.1,70,667.05,30,-40,-41
